"","Year","DOY","Port.1Soil.Resp.um.co2.m2.s","Port.1VWC","Port.1Soil.Temp.deg.C","Port.2soil.respum.co2.m2.s","Port.2VWC","Port.2Soil.Temp.deg.C","Port.3soil.respum.co2.m2.s","Port.3VWC","Port.3Soil.Temp.deg.C","Port.4Soil.Resp.um.co2.m2.s","Por4VWC","Port.4Soil.Temp.deg.C","Port.5soil.respum.co2.m2.s","Port.5VWC","Port.5Soil.Temp.deg.C","Port.6soil.respum.co2.m2.s","Port.6VWC","Port.6Soil.Temp.deg.C","Port.7soil.respum.co2.m2.s","Port.7VWC","Port.7Soil.Temp.deg.C","date"
"17057",19,11.634,0.46,0.18024,NA,0.38,0.21367,NA,0.48,0.19622,NA,0.42,NA,NA,0.17,0.17143,13.1,0.17,0.13999,13.04,0.5,0.20532,NA,2019-01-11
"17058",19,11.676,0.39,0.17865,11.32,0.33,0.21164,12.74,0.43,0.19392,NA,0.35,NA,NA,0.16,0.1694,12.34,0.16,0.13861,11.9,0.4,0.20193,12.14,2019-01-11
"17059",19,11.718,0.33,0.17745,10.32,0.3,0.20979,10.88,0.32,0.19179,9.8,0.22,NA,NA,0.13,0.16635,9.82,0.15,0.13614,10.06,0.37,0.19965,10.52,2019-01-11
"17060",19,11.759,0.29,0.17525,8.7,0.24,0.20868,8.96,0.28,NA,NA,0.21,NA,NA,0.12,0.16409,7.76,0.12,0.13396,7.98,0.19,0.1966,8.8,2019-01-11
"17061",19,11.801,0.25,0.17365,7.56,0.24,0.20775,7.5,0.34,0.18927,7.3,0.14,NA,NA,0.14,0.16183,6.46,0.09,0.13239,6.4,0.18,0.19411,7.3,2019-01-11
"17062",19,11.843,0.26,0.17244,6.86,0.22,0.20681,6.7,0.27,0.1883,6.6,0.11,NA,NA,0.16,0.1608,5.62,NA,0.1313,5.26,0.15,0.19237,6.3,2019-01-11
"17063",19,11.884,0.23,0.17183,6,0.23,0.20607,5.9,0.29,0.18693,5.92,0.11,NA,NA,0.11,0.15997,4.96,NA,0.13029,4.4,0.15,0.19102,5.56,2019-01-11
"17064",19,11.926,0.22,0.17062,5.44,0.22,0.20532,5.28,0.2,0.18615,5.3,NA,NA,NA,0.1,0.15873,4.4,NA,0.12989,3.76,0.12,0.19005,4.88,2019-01-11
"17065",19,11.968,0.2,0.1692,4.82,0.2,0.20494,4.64,0.18,0.18497,4.8,NA,NA,NA,0.11,0.1579,3.8,NA,0.12875,2.94,0.08,0.18908,4.3,2019-01-11
"17066",19,12.009,0.2,0.16899,4.3,0.19,0.20419,4.04,0.19,0.18478,4.2,NA,NA,NA,0.11,0.15727,3.32,NA,0.12862,2.3,0.08,0.18771,3.8,2019-01-12
"17067",19,12.051,0.18,0.16859,3.9,0.21,0.20381,3.7,0.19,0.18439,3.9,NA,NA,NA,0.08,0.15706,2.82,NA,0.12831,2,NA,0.18713,3.3,2019-01-12
"17068",19,12.093,0.24,0.16737,3.68,0.22,0.20344,3.32,0.16,0.1836,3.6,NA,NA,NA,NA,0.15602,2.5,NA,0.128,1.8,NA,0.18635,2.92,2019-01-12
"17069",19,12.134,0.17,0.16737,3.44,0.19,0.20325,3.04,0.18,0.18301,3.4,NA,NA,NA,0.09,0.15581,2.22,NA,0.12782,1.68,NA,0.18576,2.7,2019-01-12
"17070",19,12.176,0.19,0.16675,3.14,0.18,0.20249,2.74,0.19,0.18202,3.1,NA,NA,NA,0.11,0.15477,2,NA,0.12716,1.48,NA,0.18517,2.62,2019-01-12
"17071",19,12.218,0.18,0.16635,2.9,0.19,0.20212,2.5,0.22,0.18202,2.92,NA,NA,NA,0.12,0.15498,1.9,NA,0.12668,1.34,NA,0.18478,2.46,2019-01-12
"17072",19,12.259,0.17,0.16594,2.84,0.15,0.20193,2.3,0.15,NA,NA,NA,NA,NA,0.11,0.15435,1.8,NA,0.1257,1.2,NA,0.18478,2.32,2019-01-12
"17073",19,12.301,0.16,0.16594,2.78,0.17,0.20117,2.12,0.17,0.18123,2.8,NA,NA,NA,0.11,0.15372,1.7,NA,0.12517,1.1,NA,0.18419,2.2,2019-01-12
"17074",19,12.343,0.19,0.16553,2.8,0.17,0.20117,2.14,0.14,NA,NA,NA,NA,NA,0.09,0.15351,1.62,NA,0.12477,1.1,0.12,0.1836,2.1,2019-01-12
"17075",19,12.384,0.18,0.16594,3.7,0.16,0.20155,2.52,0.21,NA,NA,0.17,NA,NA,0.13,0.1533,1.7,0.09,0.12499,1.2,0.27,0.18399,2.8,2019-01-12
"17076",19,12.426,0.24,0.16737,5.22,0.23,0.20306,4.52,0.31,NA,NA,0.26,NA,NA,0.16,0.15456,3.52,0.11,0.12743,3.62,0.38,NA,NA,2019-01-12
"17077",19,12.468,0.28,0.16879,7.74,0.23,0.20494,7.4,0.41,0.18301,7.3,0.31,NA,NA,0.17,0.15581,5.86,0.15,0.13156,7.98,0.38,0.18947,8.64,2019-01-12
"17078",19,12.509,0.3,0.16981,9.54,0.29,0.20681,10.42,0.48,NA,NA,0.38,NA,NA,0.17,0.15748,8.28,0.18,0.13449,11.32,0.35,0.19276,10.9,2019-01-12
"17079",19,12.551,0.39,0.17082,10.84,0.33,0.20775,12.68,0.51,NA,NA,0.43,NA,NA,0.19,0.15935,10.56,0.16,0.13627,NA,0.43,0.19353,11.94,2019-01-12
"17080",19,12.593,0.41,0.17082,11.64,0.35,0.20775,NA,0.48,0.18654,NA,0.44,NA,NA,0.17,0.16142,12.18,0.24,0.13662,NA,0.47,0.19488,13.1,2019-01-12
"17081",19,12.634,0.38,0.17001,10.94,0.34,0.20644,NA,0.45,0.18596,NA,0.36,NA,NA,0.16,0.16162,13.08,0.14,0.1361,12.86,0.28,0.19488,13.02,2019-01-12
"17082",19,12.676,0.37,0.16838,10.3,0.33,0.20494,11.76,0.41,NA,NA,0.28,NA,NA,0.17,0.16162,12.88,0.16,0.13488,11.8,0.18,0.19315,11.72,2019-01-12
"17083",19,12.718,0.35,0.16716,9.5,0.31,0.20344,10.46,0.36,NA,NA,0.23,NA,NA,0.15,0.15997,11.1,0.11,0.13362,10.52,0.18,0.19199,10.62,2019-01-12
"17084",19,12.759,0.3,0.16573,8.5,0.35,0.20249,8.92,0.36,NA,NA,0.23,NA,NA,0.17,0.15831,9.14,0.19,0.13143,8.82,0.22,0.18986,9.32,2019-01-12
"17085",19,12.801,0.31,0.16471,7.76,0.27,0.20212,8.02,0.29,NA,NA,0.16,NA,NA,0.13,0.15706,8.18,0.12,0.13077,7.76,0.11,0.18849,8.52,2019-01-12
"17086",19,12.843,0.28,0.16389,7.04,0.25,0.20117,7.08,0.25,0.17905,6.9,0.15,NA,NA,0.13,0.15602,7.06,0.1,0.12963,6.56,0.09,0.18713,7.46,2019-01-12
"17087",19,12.884,0.26,0.16307,6.4,0.23,0.20041,6.34,0.23,0.17825,6.2,0.1,NA,NA,0.15,0.15519,6.26,NA,0.1284,5.54,0.08,0.18596,6.66,2019-01-12
"17088",19,12.926,0.28,0.16245,5.98,0.23,0.20003,5.8,0.25,0.17725,5.8,0.09,NA,NA,0.14,0.15456,5.7,0.07,0.12774,4.96,NA,0.18478,6.04,2019-01-12
"17089",19,12.968,0.25,0.16142,5.62,0.24,0.19965,5.38,0.24,0.17725,5.5,0.09,NA,NA,0.11,0.15372,5.3,0.25,0.12721,4.44,NA,0.18419,5.6,2019-01-12
"17090",19,13.009,0.26,0.16121,5.5,0.26,0.19927,5.18,0.24,0.17705,5.4,0.17,NA,NA,0.12,0.1533,5.1,0.08,0.12707,4.2,0.07,0.1834,5.38,2019-01-13
"17091",19,13.051,0.26,0.16121,5.62,0.21,0.19908,5.22,0.25,0.17705,5.5,0.13,NA,NA,0.13,0.15309,5.1,0.08,0.12681,4.36,0.09,0.1834,5.32,2019-01-13
"17092",19,13.093,0.27,0.161,5.9,0.23,0.19927,5.6,0.32,NA,NA,0.18,NA,NA,0.12,0.15309,5.5,0.1,0.12716,4.9,0.09,0.1834,5.64,2019-01-13
"17093",19,13.134,0.27,0.16121,6.02,0.26,0.19927,5.6,0.27,0.17685,5.8,0.19,NA,NA,0.13,0.15309,5.6,NA,0.12721,5.08,0.09,0.1832,5.8,2019-01-13
"17094",19,13.176,0.3,0.16121,6.18,0.23,0.19946,5.78,0.32,0.17685,6,0.17,NA,NA,0.11,0.15288,5.7,NA,0.12725,5.2,0.1,0.1832,5.9,2019-01-13
"17095",19,13.218,0.26,0.1608,6,0.2,0.19908,5.62,0.27,NA,NA,0.22,NA,NA,0.13,0.15246,5.6,NA,0.12694,5.1,0.1,0.18222,5.9,2019-01-13
"17096",19,13.259,0.29,0.161,5.88,0.23,0.19908,5.56,0.29,0.17605,5.7,0.12,NA,NA,0.14,0.15225,5.5,0.08,0.12668,4.98,0.1,0.18222,5.8,2019-01-13
"17097",19,13.301,0.28,0.16059,6,0.25,0.19927,5.64,0.26,0.17585,5.8,0.19,NA,NA,0.13,0.15225,5.54,NA,0.1269,5,0.09,0.18222,5.8,2019-01-13
"17098",19,13.343,0.26,0.1608,6.14,0.23,0.19927,5.8,0.26,0.17525,6,0.19,NA,NA,0.15,0.15183,5.62,0.11,0.12694,5.18,0.11,0.18202,5.8,2019-01-13
"17099",19,13.384,0.28,0.1608,6.28,0.21,0.19927,5.72,0.29,NA,NA,0.17,NA,NA,0.15,0.15183,5.6,0.09,0.12694,5.22,0.2,0.18202,6.22,2019-01-13
"17100",19,13.426,0.32,0.16121,7.14,0.21,0.20003,6.76,0.34,0.17645,8.02,0.24,NA,NA,0.12,0.15225,6.44,0.12,0.12906,7.2,0.34,0.18478,8.48,2019-01-13
"17101",19,13.468,0.36,0.16409,10.1,0.24,0.20155,9.64,0.46,0.17685,9.3,0.38,NA,NA,0.15,0.15309,7.88,0.21,0.13274,11.6,0.46,0.18791,11.64,2019-01-13
"17102",19,13.509,0.4,0.16348,10.14,0.26,0.20117,10.14,0.48,0.17765,10.3,0.33,NA,NA,0.17,0.15351,8.9,0.13,0.13283,11.64,0.32,0.18927,13.02,2019-01-13
"17103",19,13.551,0.46,0.1645,11.86,0.34,0.20231,12.34,0.47,NA,NA,0.35,NA,NA,0.17,0.15477,10.78,0.14,0.13427,13.48,0.27,0.19005,13.46,2019-01-13
"17104",19,13.593,0.43,0.16348,11,0.31,0.20079,11.34,0.42,NA,NA,0.28,NA,NA,0.16,0.15456,10.6,0.13,0.13313,12.56,0.23,0.18966,13.38,2019-01-13
"17105",19,13.634,0.43,0.16286,10.7,0.3,0.20003,10.82,0.43,0.17765,11,0.24,NA,NA,0.16,0.15414,10.3,0.11,0.13274,12.06,0.21,0.18908,12.74,2019-01-13
"17106",19,13.676,0.4,0.16245,10.4,0.43,0.19927,10.4,0.38,0.17705,10.5,0.22,NA,NA,0.15,0.15351,9.7,0.13,0.13143,11.34,0.17,0.18791,12.04,2019-01-13
"17107",19,13.718,0.37,0.16142,9.76,0.29,0.19851,9.76,0.35,0.17665,9.8,0.25,NA,NA,0.16,0.15309,9.34,0.1,0.13086,10.56,0.17,0.18732,11.4,2019-01-13
"17108",19,13.759,0.35,0.15976,8.68,0.29,0.19775,8.58,0.29,NA,NA,0.16,NA,NA,0.16,0.15225,8.36,NA,0.12893,9.16,0.12,0.18596,10.3,2019-01-13
"17109",19,13.801,0.33,0.15956,8,0.32,0.19737,7.82,0.29,NA,NA,0.16,NA,NA,0.15,0.15162,7.54,0.13,0.12827,8.14,0.08,0.18439,9.32,2019-01-13
"17110",19,13.843,0.31,0.15873,7.26,0.27,0.19622,6.9,0.3,NA,NA,0.14,NA,NA,0.16,0.15056,6.72,NA,0.12681,7,0.07,0.1832,8.34,2019-01-13
"17111",19,13.884,0.3,0.1579,6.54,0.26,0.19622,6.26,0.26,NA,NA,0.2,NA,NA,0.18,0.14993,5.9,NA,0.12575,5.92,NA,0.18202,7.46,2019-01-13
"17112",19,13.926,0.28,0.15685,6.18,0.27,0.19565,5.76,0.26,NA,NA,0.1,NA,NA,0.16,0.1493,5.4,NA,0.12513,5.2,NA,0.18103,6.82,2019-01-13
"17113",19,13.967,0.27,0.15706,5.9,0.28,0.19545,5.36,0.22,0.17223,5.8,0.11,NA,NA,0.14,0.14887,5.1,NA,0.12433,4.7,0.08,0.18024,6.34,2019-01-13
"17114",19,14.009,0.28,0.15665,6.06,0.28,0.19545,5.52,0.22,0.17163,6,0.13,NA,NA,0.13,0.14866,5.2,0.1,0.12433,4.9,0.09,0.18044,6.24,2019-01-14
"17115",19,14.051,0.25,0.15623,5.42,0.23,0.19488,4.96,0.21,0.17143,5.5,0.11,NA,NA,0.13,0.14803,4.7,0.11,0.12388,4.2,0.09,0.17925,5.92,2019-01-14
"17116",19,14.093,0.26,0.15539,5.28,0.29,0.19449,4.7,0.23,0.17102,5.2,NA,NA,NA,0.15,0.14752,4.36,0.12,0.12348,3.9,NA,0.17905,5.6,2019-01-14
"17117",19,14.134,0.25,0.15539,5,0.21,0.1943,4.32,0.22,NA,NA,NA,NA,NA,0.13,0.14743,4,NA,0.12326,3.5,NA,0.17805,5.16,2019-01-14
"17118",19,14.176,0.24,0.15498,4.7,0.24,0.19411,4,0.22,NA,NA,0.1,NA,NA,0.11,0.14679,3.74,NA,0.12242,3.18,0.08,0.17725,4.86,2019-01-14
"17119",19,14.218,0.26,0.15477,4.88,0.21,0.19392,4.12,0.22,0.1696,4.8,0.16,NA,NA,0.11,0.14701,3.8,NA,0.12282,3.3,0.08,0.17705,4.8,2019-01-14
"17120",19,14.259,0.24,0.15498,5,0.26,0.19392,4.34,0.26,NA,NA,0.18,NA,NA,0.12,0.14675,4,NA,0.12246,3.6,NA,0.17665,4.9,2019-01-14
"17121",19,14.301,0.23,0.15477,5.12,0.21,0.19392,4.34,0.26,0.16981,5.08,0.12,NA,NA,0.13,0.14628,4.1,NA,0.12286,3.7,0.13,0.17705,5.04,2019-01-14
"17122",19,14.343,0.27,0.15477,5.34,0.27,0.19392,4.62,0.26,0.17041,5.3,0.18,NA,NA,0.14,0.14671,4.3,0.12,0.12317,4,0.11,0.17665,5.16,2019-01-14
"17123",19,14.384,0.29,0.15602,6.38,0.27,0.19449,5.62,0.37,0.17082,6.4,0.2,NA,NA,0.18,0.14743,5.28,0.11,0.12388,5.22,0.23,0.17725,5.92,2019-01-14
"17124",19,14.426,0.32,0.15665,7.54,0.26,0.19545,7.24,0.37,0.17102,7.7,0.26,NA,NA,0.18,0.14803,6.88,0.12,0.12579,7.26,0.31,0.17905,7.46,2019-01-14
"17125",19,14.468,0.34,0.1581,9.34,0.3,0.19679,9.26,0.43,0.17223,9,0.33,NA,NA,0.17,0.14887,8.52,0.17,0.12813,9.7,0.33,0.18103,9.34,2019-01-14
"17126",19,14.509,0.39,0.15956,11.12,0.35,0.19851,12.04,0.43,0.17365,10.7,0.35,NA,NA,0.18,0.15035,10.38,0.15,0.13139,13.28,0.43,0.1836,11.8,2019-01-14
"17127",19,14.551,0.41,0.15956,11.8,0.36,0.1987,12.94,0.42,NA,NA,0.39,NA,NA,0.19,0.15078,11.58,0.18,0.13143,13.74,0.35,0.18497,13.08,2019-01-14
"17128",19,14.593,0.43,0.15976,12.16,0.36,0.19851,13.24,0.4,0.17425,12.1,0.4,NA,NA,0.2,0.15162,12.34,0.16,0.13152,14,0.31,0.18576,13.6,2019-01-14
"17129",19,14.634,0.4,0.15956,12.08,0.4,0.19775,13.18,0.39,0.17425,12.2,0.32,NA,NA,0.19,0.15183,12.98,0.19,0.13156,13.92,0.25,0.18576,13.5,2019-01-14
"17130",19,14.676,0.42,0.15831,11.36,0.39,0.19641,12.34,0.36,0.17365,11.36,0.28,NA,NA,0.19,0.15183,12.66,0.15,0.13051,13.12,0.23,0.18497,12.9,2019-01-14
"17131",19,14.718,0.36,0.15727,10.28,0.34,0.19526,11.02,0.38,0.17223,10.1,0.23,NA,NA,0.17,0.15014,11.22,0.13,0.12893,11.74,0.19,0.1834,11.84,2019-01-14
"17132",19,14.759,0.33,0.1556,9.1,0.37,0.19411,9.46,0.29,0.17122,8.9,0.18,NA,NA,0.17,0.14887,9.5,0.13,0.12672,9.88,0.14,0.18261,10.52,2019-01-14
"17133",19,14.801,0.35,0.15498,8.26,0.32,0.19353,8.32,0.28,0.17001,8,0.16,NA,NA,0.16,0.14781,8.3,0.12,0.12517,8.5,0.16,0.18044,9.28,2019-01-14
"17134",19,14.842,0.31,0.15372,7.6,0.32,0.19276,7.52,0.28,NA,NA,0.13,NA,NA,0.18,0.14739,7.38,0.17,0.12397,7.46,0.12,0.17944,8.38,2019-01-14
"17135",19,14.884,0.29,0.15309,7.1,0.36,0.19199,6.84,0.24,0.16818,6.9,0.12,NA,NA,0.17,0.14675,6.74,NA,0.12353,6.62,0.13,0.17825,7.68,2019-01-14
"17136",19,14.926,0.28,0.15246,6.54,0.27,0.1916,6.2,0.23,0.16777,6.3,0.1,NA,NA,0.17,0.14603,6.06,NA,0.12251,5.76,0.11,0.17725,7.02,2019-01-14
"17137",19,14.968,0.26,0.15162,6.06,0.3,0.19102,5.6,0.25,0.16777,5.8,0.08,NA,NA,0.14,0.14552,5.44,NA,0.1217,5.02,0.1,0.17685,6.4,2019-01-14
"17138",19,15.009,0.26,0.1512,5.58,0.31,0.19063,5.08,0.22,NA,NA,NA,NA,NA,0.15,0.14483,4.9,NA,0.1209,4.28,0.07,0.17525,5.84,2019-01-15
"17139",19,15.051,0.26,0.15078,5.3,0.25,0.19005,4.72,0.22,NA,NA,NA,NA,NA,0.15,0.14449,4.42,NA,0.12041,3.88,0.07,0.17505,5.4,2019-01-15
"17140",19,15.093,0.23,0.14993,4.98,0.26,0.19005,4.48,0.21,0.16532,4.9,NA,NA,NA,0.13,0.14436,4.2,NA,0.12027,3.48,NA,0.17425,5.12,2019-01-15
"17141",19,15.134,0.24,0.14972,4.64,0.25,0.18947,4.1,0.2,NA,NA,NA,NA,NA,0.16,0.14385,3.86,NA,0.11915,3,0.06,0.17405,4.8,2019-01-15
"17142",19,15.176,0.24,0.14887,4.4,0.24,0.18908,3.8,0.2,0.16471,4.38,NA,NA,NA,0.15,0.1433,3.58,NA,0.11897,2.64,NA,0.17304,4.5,2019-01-15
"17143",19,15.218,0.24,0.1493,4.3,0.24,0.18908,3.64,0.22,0.16471,4.3,NA,NA,NA,0.12,0.14312,3.4,NA,0.11889,2.5,NA,0.17264,4.3,2019-01-15
"17144",19,15.259,0.24,0.14866,4.2,0.21,0.18888,3.42,0.23,0.16471,4.1,NA,NA,NA,0.14,0.14291,3.14,0.07,0.11839,2.2,NA,0.17203,4.1,2019-01-15
"17145",19,15.301,0.25,0.14845,4,0.24,0.18869,3.28,0.19,NA,NA,NA,NA,NA,0.1,0.14265,2.96,0.08,0.11812,2,NA,0.17203,3.9,2019-01-15
"17146",19,15.343,0.23,0.14824,4.08,0.22,0.18849,3.2,0.27,0.16389,4,0.12,NA,NA,0.13,0.1427,2.9,0.08,0.11808,2,0.14,0.17183,3.8,2019-01-15
"17147",19,15.384,0.33,0.14845,5.02,0.27,0.18869,3.86,0.27,0.1645,5.22,0.2,NA,NA,0.15,0.14257,3.54,0.11,0.11889,2.94,0.3,0.17223,4.96,2019-01-15
"17148",19,15.426,0.3,0.14993,6.5,0.28,0.18966,5.68,0.35,NA,NA,0.34,NA,NA,0.16,0.14351,5.3,0.17,0.12206,6.2,0.47,0.17565,7.72,2019-01-15
"17149",19,15.468,0.33,0.15288,9.2,0.28,0.19121,8.42,0.42,0.16635,8.4,0.37,NA,NA,0.17,0.14441,6.9,0.14,0.12526,10.02,0.54,0.17905,10.6,2019-01-15
"17150",19,15.509,0.38,0.15393,11.04,0.3,0.19315,11.46,0.45,0.16777,10.6,0.41,NA,NA,0.18,0.14543,8.9,0.19,0.12857,13.68,0.4,0.18222,13.48,2019-01-15
"17151",19,15.551,0.44,0.15498,12.44,0.36,0.19411,13.2,0.46,0.1694,11.9,0.44,NA,NA,0.18,0.14739,11.5,0.14,0.12981,15,0.44,0.1836,14.82,2019-01-15
"17152",19,15.593,0.49,0.1556,NA,0.39,0.1943,NA,0.45,0.17082,13.6,0.38,NA,NA,0.19,0.14845,12.92,0.19,0.12989,NA,0.33,0.18439,15.24,2019-01-15
"17153",19,15.634,0.5,0.15435,12.3,0.37,0.19257,12.58,0.45,0.17021,12.5,0.34,NA,NA,0.18,0.14747,12.16,0.17,0.12853,14.26,0.3,0.18379,14.78,2019-01-15
"17154",19,15.676,0.47,0.15372,11.6,0.36,0.19179,11.66,0.43,0.1692,11.7,0.3,NA,NA,0.2,0.14662,11.4,0.17,0.12734,13.16,0.23,0.18241,13.84,2019-01-15
"17155",19,15.718,0.42,0.15267,10.92,0.36,0.19083,10.88,0.39,NA,NA,0.3,NA,NA,0.19,0.14599,10.72,0.14,0.12561,12.12,0.15,0.18143,12.94,2019-01-15
"17156",19,15.759,0.42,0.15162,9.84,0.37,0.18966,9.72,0.32,0.16737,9.84,0.18,NA,NA,0.18,0.14522,9.64,NA,0.12411,10.76,0.14,0.18004,11.82,2019-01-15
"17157",19,15.801,0.37,0.15078,9.2,0.32,0.18908,8.88,0.31,0.16635,9.02,0.24,NA,NA,0.18,0.14462,8.8,0.14,0.12268,9.54,0.11,0.17885,10.66,2019-01-15
"17158",19,15.843,0.37,0.15014,8.64,0.31,0.18869,8.26,0.29,NA,NA,0.17,NA,NA,0.16,0.14424,8.26,0.09,0.12193,8.74,0.1,0.17785,9.92,2019-01-15
"17159",19,15.884,0.34,0.14993,8.34,0.31,0.18869,7.86,0.29,NA,NA,0.21,NA,NA,0.16,0.14394,7.9,0.11,0.12139,8.2,0.09,0.17705,9.3,2019-01-15
"17160",19,15.926,0.35,0.14909,7.96,0.32,0.18791,7.5,0.27,NA,NA,0.2,NA,NA,0.2,0.14342,7.48,NA,0.12045,7.6,NA,0.17605,8.8,2019-01-15
"17161",19,15.967,0.33,0.14845,7.28,0.3,0.18732,6.84,0.26,0.16409,7.28,0.16,NA,NA,0.16,0.14304,6.9,NA,0.11974,6.8,0.07,0.17505,8.28,2019-01-15
"17162",19,16.009,0.32,0.1476,6.66,0.31,0.18693,6.2,0.23,NA,NA,0.13,NA,NA,0.21,0.1424,6.24,0.08,0.11893,5.9,0.07,0.17465,7.52,2019-01-16
"17163",19,16.051,0.28,0.14705,6.14,0.35,0.18674,5.72,0.22,0.16245,6.24,0.09,NA,NA,0.15,0.14184,5.76,0.11,0.11853,5.2,0.07,0.17344,6.88,2019-01-16
"17164",19,16.093,0.26,0.14675,5.72,0.25,0.18635,5.34,0.26,0.16204,5.8,0.13,NA,NA,0.15,0.14154,5.36,NA,0.11763,4.76,NA,0.17244,6.4,2019-01-16
"17165",19,16.134,0.26,0.14611,5.44,0.38,0.18596,5,0.22,NA,NA,0.1,NA,NA,0.15,0.14149,5.06,NA,0.11727,4.3,NA,0.17203,6,2019-01-16
"17166",19,16.176,0.26,0.14552,5.2,0.24,0.18556,4.72,0.2,NA,NA,0.12,NA,NA,0.18,0.14051,4.74,0.06,0.11677,4,NA,0.17122,5.6,2019-01-16
"17167",19,16.218,0.27,0.14565,5.08,0.27,0.18556,4.58,0.21,0.16142,5.1,0.1,NA,NA,0.13,0.14038,4.5,0.09,0.11646,3.86,0.08,0.17102,5.38,2019-01-16
"17168",19,16.259,0.27,0.14535,5,0.25,0.18537,4.46,0.21,0.1608,5.1,0.11,NA,NA,0.14,0.14042,4.6,0.1,0.11682,3.9,0.07,0.17041,5.22,2019-01-16
"17169",19,16.301,0.25,0.14526,4.8,0.24,0.18537,4.28,0.22,0.16038,5,0.11,NA,NA,0.16,0.14029,4.4,0.08,0.11664,3.86,NA,0.17001,5.1,2019-01-16
"17170",19,16.343,0.28,0.14522,5.08,0.23,0.18517,4.42,0.23,NA,NA,0.2,NA,NA,0.18,0.14033,4.42,0.16,0.1165,3.96,0.16,0.16981,5.1,2019-01-16
"17171",19,16.384,0.3,0.14552,5.98,0.31,0.18537,5.1,0.35,NA,NA,0.27,NA,NA,0.26,0.14046,5.14,0.11,0.11727,4.9,0.19,0.17143,6.46,2019-01-16
"17172",19,16.426,0.37,0.14675,6.98,0.27,0.18576,6.1,0.38,NA,NA,0.25,NA,NA,0.17,0.14076,5.94,0.14,0.11884,6.48,0.23,0.17304,8.18,2019-01-16
"17173",19,16.468,0.36,0.14845,8.92,0.33,0.18693,8.08,0.43,0.16307,8.8,0.37,NA,NA,0.19,0.14167,7.3,0.2,0.12108,9,0.45,0.17505,9.78,2019-01-16
"17174",19,16.509,0.38,0.15056,11.02,0.36,0.18927,11.8,0.46,NA,NA,0.46,NA,NA,0.19,0.14261,9.24,0.22,0.12548,13.82,0.59,0.17905,13.36,2019-01-16
"17175",19,16.551,0.46,0.15267,13.14,0.38,0.19179,NA,0.5,0.16532,12.02,0.5,NA,NA,0.18,0.14471,11.84,0.18,0.12827,NA,0.64,0.18222,NA,2019-01-16
"17176",19,16.593,0.47,0.15288,NA,0.39,0.19102,NA,0.43,0.16879,NA,0.45,NA,NA,0.16,0.1459,NA,0.17,0.12827,NA,0.37,0.1836,NA,2019-01-16
"17177",19,16.634,0.5,0.15309,NA,0.39,0.19024,NA,0.46,NA,NA,0.42,NA,NA,0.2,0.14556,NA,0.18,0.12756,NA,0.34,0.18281,NA,2019-01-16
"17178",19,16.676,0.47,0.15267,NA,0.41,0.18927,NA,0.44,NA,NA,0.37,NA,NA,0.2,0.1459,NA,0.17,0.12703,NA,0.24,0.18202,15.76,2019-01-16
"17179",19,16.718,0.43,0.15141,12.14,0.38,0.18752,12.34,0.41,0.16594,12.06,0.25,NA,NA,0.28,0.14445,12.4,0.14,0.12504,13.66,0.2,0.18044,14.38,2019-01-16
"17180",19,16.759,0.4,0.1493,10.6,0.36,0.18654,10.7,0.33,0.16471,10.5,0.21,NA,NA,0.17,0.143,10.68,0.14,0.12233,11.76,0.11,0.17825,12.78,2019-01-16
"17181",19,16.801,0.35,0.14824,9.32,0.42,0.18556,9.2,0.32,NA,NA,0.18,NA,NA,0.16,0.14167,9.12,0.18,0.12041,9.9,NA,0.17685,11.26,2019-01-16
"17182",19,16.843,0.35,0.14713,8.6,0.37,0.18497,8.22,0.31,0.16265,8.4,0.16,NA,NA,0.15,0.14141,8.12,0.16,0.11893,8.64,NA,0.17505,10,2019-01-16
"17183",19,16.884,0.32,0.14641,7.98,0.38,0.18439,7.52,0.28,NA,NA,0.16,NA,NA,0.21,0.14038,7.32,NA,0.11799,7.68,NA,0.17405,9.12,2019-01-16
"17184",19,16.926,0.34,0.14543,7.26,0.31,0.18379,6.8,0.27,0.16121,7.2,0.15,NA,NA,0.16,0.1402,6.62,0.13,0.11731,6.64,NA,0.17284,8.3,2019-01-16
"17185",19,16.968,0.29,0.14518,6.92,0.36,0.1834,6.34,0.3,NA,NA,0.15,NA,NA,0.14,0.13969,6.12,0.15,0.11619,6.08,NA,0.17183,7.7,2019-01-16
"17186",19,17.009,0.28,0.14479,6.7,0.34,0.18301,5.94,0.25,0.15997,6.5,0.17,NA,NA,0.17,0.13882,5.78,0.08,0.11596,5.78,NA,0.17122,7.26,2019-01-17
"17187",19,17.051,0.3,0.14458,6.44,0.29,0.18261,5.6,0.31,0.15956,6.3,0.2,NA,NA,0.13,0.13882,5.42,NA,0.11569,5.42,NA,0.17021,6.86,2019-01-17
"17188",19,17.092,0.28,0.14385,6,0.3,0.18202,5.2,0.26,0.15893,5.9,0.15,NA,NA,0.15,0.13852,5,0.11,0.11538,4.74,NA,0.16981,6.44,2019-01-17
"17189",19,17.134,0.26,0.14308,5.38,0.24,0.18182,4.72,0.23,0.1581,5.3,NA,NA,NA,0.13,0.13805,4.58,NA,0.11443,4.12,NA,0.1692,5.96,2019-01-17
