Year,DOY,Port 1Soil Resp.um co2/m2/s,Port 1VWC,Port 1Soil Temp.deg C,Port 2soil respum co2/m2/s,Port 2VWC,Port 2Soil Temp.deg C,Port 3soil respum co2/m2/s,Port 3VWC,Port 3Soil Temp.deg C,Port 4Soil Resp.um co2/m2/s,Por4VWC,Port 4Soil Temp.deg C,Port 5soil respum co2/m2/s,Port 5VWC,Port 5Soil Temp.deg C,Port 6soil respum co2/m2/s,Port 6VWC,Port 6Soil Temp.deg C,Port 7soil respum co2/m2/s,Port 7VWC,Port 7Soil Temp.deg C
18,87.429,0.76,0.054324,20.86,0.49,0.059214,19.08,0.8,0.080076,24.86,0.82,NaN,NaN,0.22,0.06971,15,0.27,0.054875,19.32,0.62,0.10351,17.82
18,87.471,0.81,0.06372,32.86,0.47,0.064952,25.52,0.92,0.085239,31.06,0.86,NaN,NaN,0.35,0.073509,20,0.29,0.058518,24.04,0.7,0.1076,21.88
18,87.512,0.95,0.068977,NaN,0.54,0.071515,32.52,0.97,0.088704,35.82,0.86,NaN,NaN,0.25,0.078922,24.96,0.28,0.061248,27.8,0.63,0.11107,25.2
18,87.554,1.07,0.069172,NaN,0.55,0.074624,NaN,0.91,0.091442,39.5,0.86,NaN,NaN,0.26,0.082472,28.98,0.33,0.063029,31.06,0.68,0.11375,28.04
18,87.596,1,0.066771,NaN,0.67,0.074431,NaN,1.01,0.091348,39.84,0.76,NaN,NaN,0.32,0.083046,30.98,0.33,0.063868,32.66,0.4,0.11465,29.7
18,87.637,1.02,0.063819,35.3,0.65,0.072731,34.34,1.11,0.086808,35.72,0.68,NaN,NaN,0.3,0.082902,31.28,0.31,0.062782,32.8,0.34,0.11456,30
18,87.679,1.14,0.059909,30.86,0.7,0.068438,29.9,0.94,0.081563,29.62,0.45,NaN,NaN,0.38,0.08046,28.76,0.27,0.060604,30.94,0.26,0.11289,28.84
18,87.721,1,0.056125,25.98,0.66,0.064312,25.26,0.85,0.076173,24.26,0.4,NaN,NaN,0.45,0.073849,22.46,0.24,0.057223,27.24,0.39,0.10993,26.82
18,87.762,0.89,0.052468,21.86,0.65,0.060604,21.68,0.71,0.07205,20.4,0.28,NaN,NaN,0.34,0.070881,19.34,0.19,0.053021,21.96,0.2,0.10549,23.14
18,87.804,0.81,0.049851,18.3,0.64,0.057821,18.5,0.73,NaN,NaN,0.25,NaN,NaN,0.27,0.069074,16.78,0.14,0.050254,18.04,0.13,0.10153,19.8
18,87.846,0.68,0.048032,15.88,0.6,0.056175,16.18,0.61,0.067409,15.5,0.26,NaN,NaN,0.2,0.067899,14.78,0.12,0.048891,15.54,NaN,0.098883,17.44
18,87.887,0.61,0.046969,13.98,0.61,0.054825,14.44,0.51,0.066182,13.9,0.2,NaN,NaN,0.18,0.067017,13.24,0.12,0.047475,13.72,NaN,0.097207,15.68
18,87.929,0.64,0.046107,12.62,0.55,0.053623,13.04,0.51,0.064952,12.5,0.2,NaN,NaN,0.17,0.065789,11.94,NaN,0.046512,12.28,NaN,0.095759,14.32
18,87.971,0.58,0.045396,11.46,0.61,0.05287,11.96,0.47,0.063967,11.5,0.16,NaN,NaN,0.21,0.065149,11,NaN,0.046107,11,NaN,0.09473,13.16
18,88.012,0.53,0.04443,10.5,0.54,0.052066,11.1,0.45,0.06372,10.7,0.21,NaN,NaN,0.19,0.064164,10.26,NaN,0.04504,10.04,NaN,0.09384,12.26
18,88.054,0.5,0.043921,9.84,0.46,0.051614,10.4,0.41,0.063226,10.2,0.17,NaN,NaN,0.19,0.064065,9.66,NaN,0.045091,9.46,NaN,0.09337,11.6
18,88.096,0.48,0.044125,9.2,0.43,0.051211,9.7,0.4,NaN,NaN,0.16,NaN,NaN,0.15,0.063917,9.02,NaN,0.044938,8.66,NaN,0.092948,11.02
18,88.137,0.51,0.04331,8.8,0.47,0.050708,9.26,0.48,0.062535,9.2,0.18,NaN,NaN,0.14,0.063226,8.6,NaN,0.044888,8.3,NaN,0.092713,10.5
18,88.179,0.45,0.043666,8.62,0.44,0.050758,9,0.4,0.062485,9.1,0.19,NaN,NaN,0.16,0.063325,8.58,NaN,0.044735,8.3,NaN,0.092478,10.2
18,88.221,0.41,0.043412,8.16,0.44,0.050254,8.58,0.37,0.062485,8.6,0.14,NaN,NaN,0.16,0.063523,8.12,NaN,0.044633,7.6,NaN,0.092572,9.86
18,88.262,0.4,0.042851,7.88,0.44,0.050153,8.1,0.37,0.062485,8.3,0.16,NaN,NaN,0.14,0.062831,7.6,NaN,0.044277,7.1,NaN,0.092572,9.5
18,88.304,0.48,0.043106,8.22,0.47,0.050153,8.14,0.47,0.062485,8.6,0.2,NaN,NaN,0.2,0.062831,7.48,NaN,0.043972,7.04,0.22,0.092101,9.3
18,88.346,0.57,0.045548,11.14,0.43,0.050959,9.12,0.59,0.064115,10.76,0.44,NaN,NaN,0.18,0.063572,8.4,0.18,0.04565,8.88,0.41,0.093933,10.9
18,88.387,0.74,0.049093,15,0.48,0.053071,12.08,0.74,0.07205,19.4,0.78,NaN,NaN,0.18,0.066477,11.66,0.23,0.050355,14.96,0.59,0.098511,15.2
18,88.429,0.85,0.054324,22.68,0.46,0.058667,20.2,0.88,0.079307,26.54,0.95,NaN,NaN,0.25,0.069954,16.76,0.29,0.055675,21.74,0.66,0.1037,20.06
18,88.471,0.76,0.064312,35,0.52,0.065198,27.82,0.92,0.084573,33.16,1.01,NaN,NaN,0.24,0.075883,23.2,0.26,0.060058,27.72,0.77,0.10879,24.88
18,88.512,0.82,0.068634,NaN,0.58,0.07278,NaN,1.03,0.088846,38.6,0.99,NaN,NaN,0.32,0.081083,29.24,0.34,0.06293,32.2,0.69,0.11311,28.96
18,88.554,0.97,0.069612,NaN,0.64,0.076222,NaN,1.07,0.09149,42.14,0.81,NaN,NaN,0.28,0.08462,NaN,0.37,0.064952,35.44,0.57,0.11592,32
18,88.596,1,0.067311,NaN,0.73,0.075544,NaN,1.08,0.090217,41.78,0.86,NaN,NaN,0.42,0.084954,NaN,0.37,0.064312,36.16,0.51,0.1161,32.96
18,88.637,1.1,0.063917,NaN,0.78,0.073509,NaN,1.17,0.086523,37.92,0.72,NaN,NaN,0.37,0.083475,NaN,0.35,0.063374,35.88,0.28,0.11479,32.94
18,88.679,1.09,0.060604,33.98,0.83,0.069025,32.38,0.99,0.080748,31.8,0.56,NaN,NaN,0.36,0.080172,31.38,0.37,0.061248,33.78,0.26,0.11275,31.58
18,88.721,1.04,0.056874,29.24,0.75,0.065051,28.04,0.87,0.076463,26.68,0.63,NaN,NaN,0.41,0.075835,25.48,0.3,0.058468,30.84,0.15,0.11039,29.92
18,88.762,0.96,0.053472,25,0.78,0.061694,24.6,0.79,0.07278,22.9,0.43,NaN,NaN,0.38,0.072148,22.46,0.2,0.054074,25.48,0.16,0.10581,26.3
18,88.804,0.86,0.050758,21.18,0.74,0.058766,21.3,0.78,0.069368,19.9,0.35,NaN,NaN,0.29,0.069808,19.9,NaN,0.050959,21.24,NaN,0.10148,22.74
18,88.846,0.76,0.048487,18.36,0.71,0.056275,18.62,0.73,NaN,NaN,0.37,NaN,NaN,0.25,0.06834,17.58,0.15,0.048992,18.32,NaN,0.098604,20.14
18,88.887,0.72,0.047374,16.62,0.64,0.054875,16.88,0.68,0.065936,16.2,0.3,NaN,NaN,0.23,0.067213,16.06,0.13,0.047728,16.5,NaN,0.09674,18.26
18,88.929,0.69,0.046715,15.18,0.6,0.054324,15.6,0.61,0.065198,15,0.29,NaN,NaN,0.23,0.066673,14.96,0.13,0.047273,15.16,NaN,0.095432,16.92
18,88.971,0.66,0.045853,14.08,0.61,0.053322,14.54,0.57,NaN,NaN,0.32,NaN,NaN,0.2,0.066133,14.04,NaN,0.046462,14.06,NaN,0.094402,15.84
18,89.012,0.61,0.045345,13.16,0.56,0.052569,13.6,0.51,NaN,NaN,0.27,NaN,NaN,0.21,0.06569,13.14,NaN,0.046107,13.08,NaN,0.093511,14.98
18,89.054,0.57,0.04504,12.38,0.62,0.052016,12.74,0.51,0.06372,12.5,0.28,NaN,NaN,0.24,0.065149,12.28,NaN,0.045345,12.1,NaN,0.092854,14.2
18,89.096,0.61,0.04443,11.64,0.54,0.051513,11.94,0.48,0.062732,11.8,0.24,NaN,NaN,0.2,0.064312,11.46,NaN,0.044938,11.1,NaN,0.092149,13.48
18,89.137,0.53,0.044125,11.1,0.55,0.050959,11.36,0.46,NaN,NaN,0.32,NaN,NaN,0.22,0.064016,10.86,NaN,0.044583,10.44,NaN,0.091725,12.9
18,89.179,0.51,0.043921,10.6,0.52,0.050708,10.9,0.48,NaN,NaN,0.23,NaN,NaN,0.25,0.063621,10.34,NaN,0.044379,9.84,NaN,0.09149,12.48
18,89.221,0.49,0.043514,10.18,0.52,0.050254,10.46,0.46,0.062238,10.5,0.25,NaN,NaN,0.16,0.063128,9.88,NaN,0.044125,9.36,NaN,0.09116,12.04
18,89.262,0.47,0.043463,9.82,0.5,0.050254,10.12,0.45,NaN,NaN,0.21,NaN,NaN,NaN,0.062881,9.54,NaN,0.04387,8.98,NaN,0.091066,11.74
18,89.304,0.52,0.043514,10.16,0.56,0.050153,10.1,0.57,0.062485,10.5,0.3,NaN,NaN,0.23,0.063029,9.5,0.17,0.044277,8.92,0.2,0.090877,11.5
18,89.346,0.61,0.046056,13.14,0.52,0.050959,11.08,0.68,0.064213,13,0.51,NaN,NaN,0.2,0.063967,10.42,0.21,0.045447,10.82,0.4,0.092619,13
18,89.387,0.74,0.049396,17.1,0.55,0.053171,13.98,0.81,NaN,NaN,0.83,NaN,NaN,0.2,0.066624,13.78,0.3,0.050304,16.94,0.68,0.097253,17.32
18,89.429,0.84,0.055025,24.86,0.56,0.058866,22.32,0.97,0.079066,29.1,0.88,NaN,NaN,0.26,0.069856,18.78,0.29,0.055775,23.88,0.66,NaN,NaN
18,89.471,0.95,0.064903,37.2,0.62,0.065739,29.92,1.05,0.084525,35.24,1.12,NaN,NaN,0.26,0.076367,24.94,0.32,0.060108,29.62,0.7,0.1076,26.86
18,89.512,1,0.069172,NaN,0.67,0.072877,NaN,1.08,0.088704,40.36,0.96,NaN,NaN,0.26,0.080796,30.8,0.36,0.062732,33.8,0.67,0.11157,30.7
18,89.554,1.23,0.069319,NaN,0.71,0.076125,NaN,1.06,0.091113,44.02,1.05,NaN,NaN,0.33,0.084668,NaN,0.38,0.064262,36.88,0.65,0.11452,33.68
18,89.596,1.21,0.067115,NaN,0.75,0.075786,NaN,1.12,0.091113,44.66,0.97,NaN,NaN,0.36,0.086001,NaN,0.39,0.064262,NaN,0.46,0.11497,NaN
18,89.637,1.13,0.063917,NaN,0.87,0.073606,NaN,1.21,0.086381,40.58,0.9,NaN,NaN,0.38,0.085525,NaN,0.39,0.064164,NaN,0.32,0.11452,NaN
18,89.679,1.21,0.061,35.8,0.85,0.069808,34.56,1.17,0.080412,34.16,0.68,NaN,NaN,0.38,0.081898,NaN,0.39,0.061644,36.5,0.33,0.11198,34.08
18,89.721,1.25,0.057372,31,0.86,0.065051,29.88,0.97,0.076125,28.58,0.66,NaN,NaN,0.41,0.07569,27.8,0.32,0.058418,32.62,0.25,0.10907,31.8
18,89.762,1.1,0.053572,26.6,0.87,0.061397,26.22,0.89,0.07278,24.6,0.46,NaN,NaN,0.39,0.073169,24.32,0.27,0.053723,27.1,0.34,0.10439,27.88
18,89.804,0.99,0.050758,22.7,0.81,0.058319,22.82,0.87,0.069856,21.5,0.44,NaN,NaN,0.31,0.06971,21.6,0.22,0.050556,22.8,NaN,0.10032,24.4
18,89.846,0.9,0.048992,19.9,0.78,0.056474,20.2,0.84,0.066919,19.2,0.4,NaN,NaN,0.32,0.067948,19.3,0.15,0.048992,20,NaN,0.097347,21.74
18,89.887,0.83,0.047576,18.1,0.74,0.054775,18.5,0.71,NaN,NaN,0.39,NaN,NaN,0.24,0.067115,17.82,0.15,0.047627,18.14,NaN,0.095572,20
18,89.929,0.78,0.046715,16.68,0.75,0.053522,17.18,0.65,0.064952,16.4,0.38,NaN,NaN,0.24,0.066428,16.68,0.14,0.046969,16.78,NaN,0.094168,18.56
18,89.971,0.75,0.045904,15.66,0.71,0.053322,16.14,0.65,NaN,NaN,0.34,NaN,NaN,0.23,0.065444,15.72,0.12,0.046208,15.66,NaN,0.093042,17.5
18,90.012,0.69,0.045497,14.62,0.7,0.052518,15.06,0.64,NaN,NaN,0.33,NaN,NaN,0.21,0.065198,14.76,0.14,0.04565,14.64,NaN,0.092431,16.58
18,90.054,0.66,0.04504,13.9,0.6,0.051865,14.34,0.63,NaN,NaN,0.29,NaN,NaN,0.2,0.065198,14.1,0.14,0.045142,13.94,NaN,0.091584,15.8
18,90.096,0.66,0.044684,13.3,0.62,0.051412,13.68,0.6,NaN,NaN,0.35,NaN,NaN,0.22,0.064262,13.44,0.11,0.044938,13.16,NaN,0.091018,15.2
18,90.137,0.67,0.044277,12.76,0.6,0.051161,13.12,0.61,NaN,NaN,0.38,NaN,NaN,0.19,0.063967,12.94,NaN,0.044837,12.6,NaN,0.090453,14.66
18,90.179,0.63,0.043972,12.16,0.54,0.050808,12.6,0.61,NaN,NaN,0.32,NaN,NaN,0.17,0.064115,12.56,NaN,0.044684,12.14,NaN,0.090217,14.18
18,90.221,0.59,0.043972,11.56,0.58,0.050456,11.9,0.5,NaN,NaN,0.3,NaN,NaN,0.19,0.063572,11.94,NaN,0.044023,11.56,NaN,0.089744,13.62
18,90.262,0.58,0.043412,11.26,0.5,0.050052,11.6,0.53,NaN,NaN,0.28,NaN,NaN,0.16,0.063325,11.7,NaN,0.043819,11.3,NaN,0.089461,13.2
18,90.304,0.56,0.044023,11.6,0.58,0.050204,11.52,0.57,0.061991,11.8,0.31,NaN,NaN,0.23,0.063523,11.6,0.14,0.044277,11.26,0.25,0.089508,13.06
18,90.346,0.73,0.045904,14.4,0.63,0.050758,12.38,0.72,0.06372,14.3,0.59,NaN,NaN,0.23,0.063868,12.22,0.23,0.045802,12.8,0.43,0.090877,14.42
18,90.387,0.83,0.049901,19.2,0.63,0.053322,15.84,0.92,0.07132,21.9,0.81,NaN,NaN,0.25,0.066526,15.84,0.3,0.050304,18.78,0.63,0.095853,18.72
18,90.429,0.82,0.054124,25.14,0.61,0.058219,22.52,0.95,0.076077,27.06,0.89,NaN,NaN,0.24,0.069368,20.22,0.34,0.054374,24.2,0.57,0.10055,23
18,90.471,0.82,0.05976,32.66,0.71,0.062881,27.74,0.98,0.079066,30.96,1.16,NaN,NaN,0.3,0.074721,24.8,0.32,0.057123,27.7,0.72,0.10365,25.9
18,90.512,1,0.066133,NaN,0.79,0.070198,NaN,1.11,0.084716,37.8,1.04,NaN,NaN,0.35,0.079018,31.04,0.37,0.061248,33.5,0.36,0.10801,29.98
18,90.554,1.03,0.063671,NaN,0.77,0.070345,NaN,1.04,0.084,36.98,0.92,NaN,NaN,0.3,0.080124,32.14,0.36,0.061,33.78,0.47,0.10966,31.8
18,90.596,1.21,0.06209,37.22,0.79,0.069221,34.6,1.07,0.082328,36.18,0.88,NaN,NaN,0.35,0.079307,31.88,0.4,0.060058,33.52,0.43,0.10865,31.52
18,90.637,1.17,0.062436,NaN,0.92,0.070784,NaN,1.25,0.083571,37.74,0.94,NaN,NaN,0.4,0.082568,NaN,0.39,0.062337,36.86,0.28,0.1103,33.52
18,90.679,1.18,0.060257,35.14,0.9,0.068536,33.96,1.14,0.079547,33.44,0.65,NaN,NaN,0.32,0.080939,NaN,0.34,0.061,36.14,0.29,0.11021,33.48
18,90.721,1.2,0.056325,30.62,0.89,0.064755,30.28,1.1,0.076318,29.48,0.6,NaN,NaN,0.4,0.076318,29.34,0.33,0.057123,31.76,0.19,0.10714,31.18
18,90.762,1.09,0.053472,26.6,0.91,0.061347,26.68,1.01,0.073509,25.4,0.56,NaN,NaN,0.36,0.073751,25.74,0.25,0.053522,27.38,0.14,0.10291,28.04
18,90.804,0.95,0.050758,23.2,0.9,0.058269,23.5,0.84,0.069856,22.4,0.5,NaN,NaN,0.35,0.070296,22.86,0.19,0.050758,23.68,NaN,0.099673,25.04
18,90.846,0.89,0.049245,20.86,0.81,0.056624,21.26,0.82,NaN,NaN,0.48,NaN,NaN,0.33,0.068291,20.9,0.21,0.049245,21.26,NaN,0.096974,22.76
18,90.887,0.87,0.048032,19.04,0.78,0.054925,19.48,0.81,0.066428,18.8,0.49,NaN,NaN,0.3,0.067213,19.24,NaN,0.047931,19.28,0.16,0.095105,20.96
18,90.929,0.8,0.046867,17.82,0.73,0.054224,18.28,0.71,0.065198,17.7,0.44,NaN,NaN,0.3,0.066526,18.2,NaN,0.047526,18.08,NaN,0.093886,19.76
18,90.971,0.78,0.046715,16.96,0.7,0.053322,17.3,0.66,NaN,NaN,0.48,NaN,NaN,0.29,0.066378,17.2,NaN,0.046462,17.04,NaN,0.092807,18.7
18,91.012,0.78,0.04636,16.38,0.71,0.052719,16.74,0.69,0.063967,16.2,0.43,NaN,NaN,0.26,0.065641,16.62,NaN,0.046208,16.4,NaN,0.092196,18.06
18,91.054,0.71,0.045447,15.32,0.66,0.052167,15.7,0.62,0.063473,15.3,0.39,NaN,NaN,0.23,0.065198,15.68,0.15,0.045802,15.4,NaN,0.091442,17.28
18,91.096,0.69,0.045447,14.64,0.69,0.051815,15.04,0.6,0.063226,14.7,0.43,NaN,NaN,0.25,0.064854,15.06,NaN,0.045193,14.76,NaN,0.09116,16.64
18,91.137,0.66,0.044938,13.96,0.68,0.051412,14.42,0.62,NaN,NaN,0.47,NaN,NaN,0.24,0.064558,14.52,NaN,0.044989,14.08,NaN,0.090358,16.06
18,91.179,0.65,0.044684,13.34,0.6,0.050959,13.74,0.59,0.062337,13.54,0.45,NaN,NaN,0.24,0.064065,13.9,0.17,0.044735,13.38,NaN,0.089933,15.54
18,91.221,0.66,0.044532,13.08,0.57,0.050556,13.36,0.55,NaN,NaN,0.44,NaN,NaN,0.23,0.064065,13.5,0.14,0.044837,13.1,NaN,0.089697,15.1
18,91.262,0.67,0.044532,12.88,0.65,0.050456,13.04,0.56,0.061991,13,0.5,NaN,NaN,0.34,0.063424,13.1,0.19,0.044379,12.6,0.23,0.089225,14.7
18,91.304,0.67,0.045294,13.84,0.62,0.050859,13.58,0.79,0.062485,13.7,0.55,NaN,NaN,0.27,0.064164,13.48,0.19,0.044989,13.24,0.28,0.089603,14.88
18,91.346,0.76,0.046563,15.76,0.7,0.052317,15.26,0.67,0.063967,15.4,0.67,NaN,NaN,0.24,0.065149,14.96,0.23,0.046259,14.96,0.37,0.090877,15.84
18,91.387,0.76,0.04874,18.9,0.69,0.054274,17.98,0.86,0.066673,18.3,0.79,NaN,NaN,0.26,0.066526,17.3,0.26,0.048386,17.58,0.31,0.092713,17.44
18,91.429,0.99,0.052719,24.36,0.72,0.05797,22.4,0.95,0.07205,23.6,1.03,NaN,NaN,0.35,0.068585,20.54,0.3,0.051513,21.52,0.69,0.095666,20.04
18,91.471,0.99,0.063671,NaN,0.69,0.066182,32.5,1.07,0.080844,34.32,1.17,NaN,NaN,0.34,0.075641,27.14,0.31,0.058269,30.08,0.37,0.10259,26.18
18,91.512,1,0.062535,36.92,0.74,0.068977,NaN,0.94,0.082328,35.66,0.65,NaN,NaN,0.28,0.078344,30.92,0.34,0.05981,32.72,0.2,NaN,NaN
18,91.554,1.03,0.05802,32.64,0.81,0.0651,31.3,0.94,0.078826,31.42,0.84,NaN,NaN,0.34,0.076656,28.58,0.35,0.057023,29.98,0.31,0.10443,28.8
18,91.596,1.14,0.060455,35.34,0.8,0.06736,33.36,0.99,0.080028,34.06,0.93,NaN,NaN,0.38,0.07767,30.68,0.31,0.058518,32.28,0.37,0.10558,29.68
18,91.637,1.15,0.057771,32.72,0.9,0.06628,32.4,1.03,0.079066,32.84,0.96,NaN,NaN,0.43,0.07738,30.98,0.41,0.05792,32.16,0.29,0.10623,30.62
18,91.679,1.21,0.057123,31.64,0.86,0.065051,30.9,1.06,0.076994,30.18,0.73,NaN,NaN,0.32,0.077236,30.82,0.35,0.057821,32.44,0.27,0.10572,30.42
18,91.721,1.12,0.054825,28.54,0.86,0.06204,28,0.9,0.073751,26.4,0.56,NaN,NaN,0.33,0.074091,26.4,0.28,0.055975,30.58,0.12,0.10425,29.62
18,91.762,1.07,0.051915,24.7,0.87,0.059611,24.8,0.92,NaN,NaN,0.61,NaN,NaN,0.3,0.071125,23.6,0.24,0.051865,25.46,NaN,0.10074,26.4
18,91.804,0.94,0.049447,21.72,0.83,0.056824,22.04,0.75,0.068144,20.7,0.52,NaN,NaN,0.35,0.068389,21.36,NaN,0.04975,22.08,NaN,0.09716,23.58
18,91.846,0.84,0.047981,19.5,0.76,0.055025,19.9,0.75,0.066182,18.7,0.47,NaN,NaN,0.29,0.067115,19.48,NaN,0.047779,19.7,NaN,0.095151,21.4
18,91.887,0.77,0.046715,17.8,0.81,0.053773,18.26,0.66,0.064952,17.2,0.39,NaN,NaN,0.31,0.066428,17.94,0.35,0.046614,17.86,NaN,0.093136,19.8
18,91.929,0.78,0.045701,16.28,0.74,0.052619,16.78,0.66,0.06372,15.9,0.4,NaN,NaN,0.26,0.065198,16.46,NaN,0.045904,16.24,NaN,0.091584,18.34
18,91.971,0.71,0.045345,15.14,0.69,0.051865,15.66,0.68,0.062732,14.8,0.4,NaN,NaN,0.22,0.064115,15.38,0.18,0.044938,14.92,NaN,0.09083,17.2
18,92.012,0.71,0.04443,13.9,0.67,0.051261,14.44,0.58,0.062287,13.84,0.36,NaN,NaN,0.31,0.064115,14.24,NaN,0.043921,13.6,NaN,0.089744,16.16
18,92.054,0.67,0.044074,13.04,0.61,0.050304,13.56,0.55,NaN,NaN,0.35,NaN,NaN,0.2,0.063325,13.38,0.14,0.043666,12.72,NaN,0.088799,15.24
18,92.096,0.62,0.043514,12.34,0.6,0.049851,12.82,0.53,NaN,NaN,0.3,NaN,NaN,0.25,0.062979,12.8,0.14,0.043514,12.26,NaN,0.088468,14.62
18,92.137,0.7,0.043004,11.7,0.62,0.049396,12.14,0.59,0.061,11.9,0.35,NaN,NaN,0.19,0.062732,12.3,0.17,0.043157,11.7,NaN,0.087899,14
18,92.179,0.63,0.043004,11.52,0.58,0.049144,11.78,0.55,0.060753,11.5,0.33,NaN,NaN,0.19,0.062634,12,0.13,0.042749,11.5,NaN,0.087567,13.6
18,92.221,0.58,0.042698,11.24,0.57,0.04879,11.34,0.51,0.060356,11.22,0.28,NaN,NaN,0.25,0.06204,11.7,NaN,0.0428,11.14,NaN,0.08733,13.3
18,92.262,0.56,0.042596,10.76,0.53,0.048487,10.78,0.55,0.060008,10.9,0.32,NaN,NaN,0.26,0.061743,10.98,0.14,0.042392,10.28,NaN,0.086998,12.8
18,92.298,0.62,0.0428,11.12,0.73,0.048487,10.72,0.64,NaN,NaN,0.51,NaN,NaN,0.25,0.061595,10.7,0.13,0.042392,10.08,NaN,0.086856,12.6
18,92.304,0.58,0.0428,11.12,0.54,0.048487,10.72,0.61,NaN,NaN,0.35,NaN,NaN,0.2,0.061595,10.7,0.15,0.042392,10.08,0.23,0.086856,12.6
18,92.346,0.71,0.045548,14.3,0.56,0.049194,11.68,0.73,0.062485,14,0.61,NaN,NaN,0.29,0.062189,11.54,0.2,0.043819,11.94,0.37,0.088704,14.18
18,92.387,0.84,0.049093,18.96,0.63,0.051513,14.8,0.83,0.070101,21.8,0.88,NaN,NaN,0.26,0.064755,15.04,0.28,0.04879,18.08,0.56,0.093652,18.44
18,92.429,0.92,0.054274,26.46,0.64,0.057372,23.32,0.99,0.076656,29.14,0.99,NaN,NaN,0.28,0.068095,20.1,0.35,0.053974,24.82,0.61,0.098743,23.12
18,92.471,0.98,0.063276,NaN,0.7,0.064607,31.6,1.03,0.082041,35.98,0.94,NaN,NaN,0.31,0.074091,25.76,0.29,0.05802,30.18,0.54,0.10333,27.54
18,92.512,1.2,0.066673,NaN,0.77,0.07093,NaN,1.06,0.08581,41,0.96,NaN,NaN,0.35,0.078489,31.72,0.32,0.061,34.6,0.56,0.10728,31.28
18,92.554,1.57,0.067311,NaN,0.78,0.073606,NaN,1.15,0.088752,44.7,0.92,NaN,NaN,0.32,0.082233,NaN,0.36,0.062634,NaN,0.49,0.1103,34.18
18,92.596,1.48,0.064706,NaN,0.89,0.072683,NaN,1.16,0.08842,45.46,0.77,NaN,NaN,0.43,0.083571,NaN,0.4,0.062634,NaN,0.51,0.11089,NaN
18,92.637,1.39,0.062287,NaN,0.9,0.070784,NaN,1.23,0.084668,41.64,0.72,NaN,NaN,0.38,0.083189,NaN,0.36,0.061644,NaN,0.37,0.11021,NaN
18,92.679,1.42,0.059015,35.58,0.94,0.066968,34.26,1.25,0.07873,34.98,0.66,NaN,NaN,0.44,0.079451,NaN,0.35,0.059462,36.8,0.26,0.10861,NaN
18,92.721,1.61,0.054825,30.62,0.97,0.062535,29.82,1.28,0.074237,29.3,0.53,NaN,NaN,0.44,0.074334,28.44,0.29,0.056325,33.16,0.14,0.10572,32.2
18,92.762,1.35,0.051865,26.3,0.92,0.059562,26.38,0.94,0.070589,25.4,0.54,NaN,NaN,0.4,0.071564,25,0.24,0.051966,27.58,0.1,0.10134,28.52
18,92.804,1.18,0.049346,22.9,0.9,0.056674,23.24,0.88,NaN,NaN,0.49,NaN,NaN,0.38,0.068291,22.26,0.22,0.048992,23.32,NaN,0.097067,24.98
18,92.846,0.98,0.047526,20.58,0.86,0.054625,20.9,0.81,0.06569,20.1,0.49,NaN,NaN,0.37,0.066624,20.22,0.18,0.047374,20.68,NaN,0.094308,22.48
18,92.887,0.88,0.046512,18.76,0.85,0.053171,19.12,0.75,NaN,NaN,0.35,NaN,NaN,0.25,0.065444,18.56,0.21,0.046208,18.66,NaN,0.092619,20.62
18,92.929,0.8,0.045193,16.72,0.73,0.051966,17.28,0.66,NaN,NaN,0.39,NaN,NaN,0.29,0.06441,16.82,NaN,0.044735,16.68,NaN,0.090594,18.92
18,92.971,0.74,0.044176,15.6,0.74,0.051261,16.04,0.69,0.061496,15.5,0.4,NaN,NaN,0.22,0.063967,15.68,NaN,0.043768,15.32,NaN,0.089603,17.64
18,93.012,0.74,0.04387,14.52,0.7,0.050456,14.96,0.66,0.061,14.6,0.34,NaN,NaN,0.26,0.063276,14.66,0.21,0.043157,14.12,NaN,0.088562,16.64
18,93.054,0.73,0.043412,14.08,0.69,0.049951,14.32,0.61,0.061,14,0.38,NaN,NaN,0.24,0.062881,14.02,NaN,0.042647,13.44,NaN,0.088041,15.86
18,93.096,0.66,0.042851,13.22,0.66,0.049346,13.6,0.53,NaN,NaN,0.35,NaN,NaN,0.2,0.062634,13.42,NaN,0.042443,12.66,NaN,0.08733,15.24
18,93.137,0.64,0.042596,12.38,0.59,0.048841,12.82,0.59,0.05976,12.5,0.32,NaN,NaN,0.21,0.062189,12.66,0.15,0.042188,11.8,NaN,0.086808,14.46
18,93.179,0.6,0.041779,11.76,0.55,0.048234,12.12,0.57,0.059512,11.9,0.33,NaN,NaN,0.43,0.061496,11.94,NaN,0.041677,11.22,NaN,0.086238,13.9
18,93.221,0.58,0.041728,11.12,0.59,0.047728,11.46,0.52,NaN,NaN,0.24,NaN,NaN,0.17,0.061298,11.48,NaN,0.041166,10.72,NaN,0.085715,13.3
18,93.262,0.55,0.041166,10.4,0.53,0.047374,10.9,0.49,0.058269,10.9,0.27,NaN,NaN,0.18,0.060554,10.92,NaN,0.041115,9.92,NaN,0.085239,12.7
18,93.304,0.63,0.041524,10.84,0.57,0.047273,10.74,0.55,0.059015,11.1,0.32,NaN,NaN,0.28,0.060653,10.6,0.16,0.041115,9.7,0.21,0.084954,12.4
